conversation_id_str;full_text;username
1,82244E+18;Desainer: Desain Istana Garuda IKN Libatkan 44 Ahli Demi Keamanan: Desainer atau perancang Istana Garuda IKN ungkap desain tersebut melibatkan 44 orang ahli demi ciptakan aspek keamanan dan ketahanan bangunan yang akan jadi simbol nasional. https://t.co/yiMvbisvmf https://t.co/QPnvgPKspr;tvOneNews
1,82243E+18;Desain Istana Garuda IKN Libatkan 44 Ahli https://t.co/C2rpNCYAp2 #beritajogja #jogja #jogjaistimewa https://t.co/3vciM94OQC;Harian_Jogja
1,82243E+18;Desain Istana Garuda IKN Libatkan 44 Ahli Nyoman Nuarta: Mereka Sangka Segala Macam Saya yang Kerjakan https://t.co/6LyAcwW86F #beritasatu #news #berita;Beritasatu
1,82243E+18;Desain Istana Garuda IKN Libatkan 44 Ahli Nyoman Nuarta:Mereka Sangka Segala Macam Saya yang Kerjakan https://t.co/a6MNuhjeRS #beritasatu #news #berita;Beritasatu
1,82242E+18;"Desain Istana Garuda IKN Dianggap Muram &amp; Mistis Nyoman Nuarta Beri Penjelasan https://t.co/TpmsJDYz5z";Bisniscom
1,82241E+18;Demi Keamanan Desain Istana Garuda IKN Libatkan 44 Ahli: Desainer atau perancang Istana Garuda Ibu Kota Nusantara (IKN) Nyoman Nuarta mengungkapkan bahwa desain istana tersebut melibatkan 44 orang ahli https://t.co/eKtSJkTHts https://t.co/1jlc9yWuQj;tvOneNews
1,82241E+18;Desainer atau perancang Istana Garuda Ibu Kota Nusantara (IKN) Nyoman Nuarta mengungkapkan bahwa desain istana melibatkan 44 orang ahli demi menciptakan aspek keamanan dan ketahanan bangunan yang akan menjadi simbol nasional tersebut. https://t.co/Ajy1qeSzL8;ANTARAJatim_
1,8224E+18;Desainer: Desain Istana Garuda IKN melibatkan 44 ahli demi keamanan https://t.co/cwQcspLhAp;Binsuscom
1,8224E+18;Desainer: Desain Istana Garuda IKN melibatkan 44 ahli demi keamanan https://t.co/yDVUMM7imZ;indonews_xyz
1,82238E+18;Desainer: Makna desain Istana Garuda IKN memeluk untuk melindungi https://t.co/L3HTA3TfUo;Binsuscom
1,82232E+18;Nyoman Nuarta Jawab Kritikan soal Desain dan Kesan Mistis Istana Garuda di IKN https://t.co/04XcQCq8E8;MSNindonesia
1,82231E+18;Perancang bangunan desain Istana Garuda Ibu Kota Nusantara (IKN) Nyoman Nuarta mengatakan rancangan IKN tak memiliki kesamaan untuk menunjukkan kewibawaan bukan mengarah kepada aura mistis. #IKN https://t.co/l17JXGiyPQ;heralddotID
1,82229E+18;Nyoman Nuarta Jawab Kritikan soal Desain dan Kesan Mistis Istana Garuda di IKN https://t.co/QMTUoqq08E;KompasTV
1,82226E+18;Tak Terima Istana Garuda IKN Disebut Mistis Nyoman Nuarta Buka Suara Katanya...: Tak terima disebut mistis desainer atau perancang Istana Garuda IKN Nyoman Nuarta ungkap desain Istana tersebut dirancang berbeda dan tak memiliki kesamaan. https://t.co/V9ZCyF33bk https://t.co/FG4IZcoA2m;tvOneNews
1,82223E+18;Desain Istana Garuda di Ibu Kota Nusantara (IKN) di Kalimantan Timur mendapat sindiran dari netizen. disebut mirip kelelawar lantaran warnanya hitam dan beraura mistis mirip kerajaan siluman kelelawar. https://t.co/XIXpXqY6in ___ #vivacoid #ikn https://t.co/RFUXunjcyY;VIVAcoid
1,82219E+18;Desain Istana Garuda IKN Viral di Medsos Desainernya Bilang Begini https://t.co/fv4U42FGxi https://t.co/2Marh5c4PY;soloposdotcom
1,82218E+18;Nyoman Nuarta: Esensi Desain Istana Garuda IKN Satukan 1.300 Suku di RI https://t.co/WnEjPaaywY;e100ss
1,82218E+18;https://t.co/rv2Q5jdoRI Esensi desain Istana Garuda IKN satukan 1300 suku di Indonesia;Antara_Kalteng
1,82217E+18;Anggota Komisi V DPR RI dari Fraksi PKS Toriq Hidayat meminta Pemerintah memperhatikan komentar dari masyarakat terkait konstruksi Istana Garuda di IKN yang dinilai tak sesuai dengan desain awal. #fraksipksdprri #PKSpembelaRakyat #PKS https://t.co/NksiDP8UJD;FPKSDPRRI
1,82215E+18;Please netizen jgn julid desain istana IKN! Desain dan karya arsitektur Istana Garuda di IKN tentu menjadi salah satu kebanggaan nasional kata Menkominfo Budi Arie Setiadi di kantor Kementerian Kominfo Jumat 9 Agustus 2024. #JudolPenipuan https://t.co/kT1GigwFVM;Boyzneboyzone
1,82108E+18;#NewslineMetroTV Pemerintah merespons komentar desain Istana Garuda di IKN Link streaming : https://t.co/02eAzQ1kPh https://t.co/NnqbwMPFH2;Metro_TV
1,82106E+18;Basuki Hadimuljono Jawab Kritik Desain Istana Garuda IKN https://t.co/43mvrEVG44;KompasTV
1,82103E+18;Ternyata desain Istana Garuda di IKN memiliki makna seperti ini loh! https://t.co/6lWE0kOTAr;Dreamcoid
1,82094E+18;Desain Istana Garuda IKN Disebut Mirip Kelelawar Ini Respons Menteri PUPR https://t.co/C2LsDnLZ5l;BeritakanID_com
1,82089E+18;Desain Istana Garuda IKN Disebut Mirip Kelelawar Ini Respons Menteri PUPR https://t.co/VAufW2eJNx;OposisiCerdas
1,82088E+18;Akhir ini lumayan ramai soal bentuk Garuda Istana IKN. Warganet cukup dibuat heran dengan bentuknya markas batman? kerajaan siluman kelelawar? dll #Berpandangan soal desain menurutku Indonesia ini keren percaya bahwa suatu saat nanti akan jadi bangsa yang patut-;resistorac
1,8208E+18;Basuki Respons Kritik soal Desain Istana Garuda IKN: Nanti Jadi Hijau https://t.co/fZEEJFpzNO;CNNIndonesia
1,8208E+18; Kalau menurut Pak Nyoman Nuarta (pembuat desain patung garuda di Istana IKN) itu kalau nanti kena oksidasi itu jadi hijau seperti GWK kata Basuki dijumpai di Kementerian Sekretariat Negara Jakarta Selasa (6/8/2024). https://t.co/yyKMP7oIOb;mediaindonesia
1,82079E+18;Merespons desain Istana Garuda IKN disebut mirip kelelawar Menteri PUPR Basuki Hadimuljono mengatakan sayap garuda dibuat hitam mirip rancangan Garuda Wisnu Kencana (GWK) di Bali. #bisnisupdate #update #bisnis #quote https://t.co/24kt4Miupw https://t.co/f4agg5py8V;kumparan
1,82044E+18;Sejarah desain Istana Garuda di IKN dari versi pertama hingga keempat (final). https://t.co/QgDCvOcS6h;FuzaFirdaus
1,81997E+18;@najikedua iyaa kalo ga salah desain istana ini fully scraped deh ganti sama buatan nyoman sepaket sama istananya (yang pilar pilar depan garuda) tapi konsep kotanya masih didesain sama urban+. tapi aing ga tau di ikn ada gedung apa ajanya dan desainnya gimana maaa wkwkwk;pengendaramesin
1,8182E+18;Dengan desain yang unik dan simbolik Istana Garuda diharapkan menjadi salah satu bangunan ikonik yang membanggakan Indonesia. #IKN #IstanaGaruda;AboutIKN
1,8182E+18;Filosofi desain Istana Garuda mencerminkan sinergi antara seni sains dan teknologi serta melambangkan persatuan Indonesia dengan berbagai keberagaman adat dan agama. #IKN #IstanaGaruda;AboutIKN
1,8182E+18;Desain Istana Garuda dibuat oleh Nyoman Nuarta dengan bentuk burung Garuda yang mengepakkan sayap. Desain ini merupakan salah satu bagian dari Istana Kepresidenan Nusantara yang luasnya 55 7 hektar. #DesainIkonik #NyomanNuarta;AboutIKN
1,81745E+18;Agak kurang sreg sama desain Istana ikn yg bentuk burung Garuda itu. Kenapa kepala garudanya nunduk? Pdhl kalau kepalanya tegak kelihatan lebih berani dan sangar;Desi_Yunika
1,81197E+18;Desain dari fasad burung garuda ini memiliki tinggi 77 7 meter yang dibuat menjadi 16-17 segmen yg akan dibalut oleh bilah burung garuda. Apakah itu bilah burung garuda? Bilah tersebut merupakan secondary skin yg menjadi fasad dari exterior Istana Presiden di IKN ini https://t.co/DXTvP8KboR;ipunk_baik
1,73766E+18;Bilah-bilah Garuda yang menjadi ciri khas Istana Kepresidenan di Ibu Kota Nusantara sebagian sudah terpasang. Saat datang meninjau pagi ini di lokasi pembangunan istana saya melihat keseluruhan pekerjaan dari fasilitas hingga desain bangunan kompleks Istana Kepresidenan di IKN https://t.co/AK9nz0mf75;jokowi
1,70799E+18;Istana Presiden IKN punya desain berbentuk burung garuda yang sedang mengepakkan sayap. Target rampung sebelum 17 Agustus 2024. Ini dia desainernya. https://t.co/4iLzDQjXAg;detikfinance
1,68555E+18;Patung Garuda yang menjadi ikon Istana Kepresidenan di Ibu Kota Negara (IKN) Nusantara masih dalam tahap pengerjaan. Desain karya seniman I Nyoman Nuarta itu akan memiliki bobot setara 290 gajah dewasa. Selangkapnya di https://t.co/LZXomhYYR7 #DiscoverYourSpace #garuda #ikn https://t.co/e7Rq9wzqtZ;ekschoolid
1,67395E+18;Pelat baja tersebut akan digunakan untuk memproduksi instalasi desain Garuda di lokasi Istana Kepresidenan IKN yang desainnya dibuat oleh pematung Indonesia dan salah satu pelopor gerakan seni rupa baru I Nyoman Nuarta. https://t.co/KBRPOHNdhE https://t.co/ENX2ZEFaUs;militannkri01
1,67224E+18;Pelat baja tersebut akan digunakan untuk memproduksi instalasi desain Garuda di lokasi Istana Kepresidenan IKN yang desainnya dibuat oleh pematung Indonesia dan salah satu pelopor gerakan seni rupa baru I Nyoman Nuarta. https://t.co/4kOCs1IgYn;Mockingjacks_
1,67187E+18;Pelat baja yang dipasok Krakatau Steel akan digunakan untuk bikin instalasi desain Garuda di lokasi Istana Kepresidenan IKN yang dibuat desainnya Nyoman Nuarta. #bisnisupdate #update #bisnis #text https://t.co/F9ZSssFHZe;kumparan
1,64272E+18;Cerita Seniman Nyoman Nuarta Pilih Desain Burung Garuda untuk Istana Kepresidenan di IKN https://t.co/YAjXfK5Wvn https://t.co/YV7QXoiOnn;hypeabisid
1,63296E+18;Yang paling bikin saya tertarik dengan lukisan ini ialah dibalik jendela terlihat jelas Desain Gedung utama Kompleks Istana Kepresidenan yang akan dibagun di IKN Nusantara berbentuk Garuda yang sedang mengepakkan sayap.;PrasetyoEdi_
